TransactionType,TransactionID,TransactionDate,CustomerID,ProductOrService,Category,Revenue,Cost,Margin,Channel,PaymentMethod,EmployeeID,Status,Notes
Sale,SO700110,2024-02-17,10141,P022,Sales,22.41,1.5,20.91,WhatsApp,Bank Transfer,E01,Completed,Phone sales order
Sale,SO700111,2024-02-17,10390,P018; P024,Sales,93.91,18.0,75.91,Website,Card,E01,Completed,Phone sales order
Sale,SO700112,2024-02-17,10554,P001; P017,Sales,3006.9,2282.0,724.9,Marketplace,Bizum,E01,Completed,Phone sales order
Repair,RT900089,2024-02-17,10242,Xiaomi Redmi Note 11 - Screen Crack,Repairs,247.45,86.45,161.0,Walk-in,Card,E11,Completed,Screen Crack
Repair,RT900090,2024-02-17,10689,OnePlus Nord 3 - Speaker Issue,Repairs,83.55,25.95,57.6,Phone,Card,E05,Completed,Speaker Issue
Sale,SO700113,2024-02-18,10040,P007,Sales,948.1,750.0,198.1,In-Store,Card,E02,Completed,Phone sales order
Sale,SO700114,2024-02-18,10767,P013,Sales,49.8,16.8,33.0,WhatsApp,Cash,E09,Completed,Phone sales order
Repair,RT900091,2024-02-18,10757,Google Pixel 8 - Screen Crack,Repairs,232.45,81.2,151.25,Walk-in,Card,E04,Completed,Screen Crack
Repair,RT900092,2024-02-18,10261,Apple iPhone 14 - Screen Crack,Repairs,279.05,97.95,181.1,Walk-in,Card,E04,Completed,Screen Crack
Sale,SO700115,2024-02-19,10006,P023,Sales,19.9,1.2,18.7,WhatsApp,Cash,E01,Completed,Phone sales order
Repair,RT900093,2024-02-19,10685,Xiaomi Redmi Note 11 - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,Card,E11,Completed,Charging Problem
Sale,SO700116,2024-02-20,10181,P010; P019; P013,Sales,1188.97,811.4,377.57,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO700117,2024-02-20,10355,P015,Sales,39.9,18.0,21.9,Website,Card,E01,Completed,Phone sales order
Repair,RT900094,2024-02-20,10079,Google Pixel 7 - Battery Drain,Repairs,125.15,40.95,84.2,Walk-in,Bizum,E04,Completed,Battery Drain
Repair,RT900095,2024-02-20,10113,Google Pixel 8 - Battery Drain,Repairs,115.15,37.45,77.7,Walk-in,Bank Transfer,E04,Completed,Battery Drain
Sale,SO700118,2024-02-21,10099,P003; P002,Sales,1748.0,1335.0,413.0,Marketplace,Card,E02,Completed,Phone sales order
Repair,RT900096,2024-02-21,10490,Xiaomi Redmi Note 11 - Battery Drain,Repairs,135.15,44.45,90.7,Walk-in,Cash,E04,Completed,Battery Drain
Repair,RT900097,2024-02-21,10766,Oppo A78 - Battery Drain,Repairs,125.15,40.95,84.2,Walk-in,Card,E11,Completed,Battery Drain
Repair,RT900098,2024-02-21,10379,Samsung Galaxy S21 - Screen Crack,Repairs,247.45,86.45,161.0,Walk-in,Card,E06,Completed,Screen Crack
Repair,RT900099,2024-02-21,10642,Google Pixel 7 - Screen Crack,Repairs,237.45,82.95,154.5,WhatsApp,Cash,E06,Completed,Screen Crack
Sale,SO700119,2024-02-22,10459,P009,Sales,1797.0,1260.0,537.0,WhatsApp,Card,E08,Completed,Phone sales order
Repair,RT900100,2024-02-22,10791,Apple iPhone SE - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Bank Transfer,E05,Completed,Charging Problem
Repair,RT900101,2024-02-22,10189,OnePlus Nord 4 - Screen Crack,Repairs,247.45,86.45,161.0,Walk-in,Bank Transfer,E06,Completed,Screen Crack
Repair,RT900102,2024-02-22,10470,OnePlus Nord 2 - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Card,E06,Completed,Water Damage
Repair,RT900103,2024-02-22,10136,Oppo Reno 10 - Speaker Issue,Repairs,113.55,36.45,77.1,Walk-in,PayPal,E06,Completed,Speaker Issue
Sale,SO700120,2024-02-23,10357,P019; P016,Sales,64.8,29.5,35.3,WhatsApp,Card,E08,Completed,Phone sales order
Sale,SO700121,2024-02-23,10620,P022; P006,Sales,282.65,191.5,91.15,Phone,Cash,E02,Completed,Phone sales order
Sale,SO700122,2024-02-23,10479,P007,Sales,998.0,750.0,248.0,Phone,Cash,E02,Completed,Phone sales order
Repair,RT900104,2024-02-23,10274,Huawei P40 - Charging Problem,Repairs,88.55,27.7,60.85,WhatsApp,PayPal,E11,Completed,Charging Problem
Repair,RT900105,2024-02-23,10709,Huawei P50 - No Power,Repairs,193.2,65.95,127.25,Website,PayPal,E04,Completed,No Power
Sale,SO700123,2024-02-24,10073,P021; P023; P022,Sales,98.62,24.7,73.92,Website,Bank Transfer,E09,Completed,Phone sales order
Sale,SO700124,2024-02-24,10411,P002; P009,Sales,3146.0,2355.0,791.0,In-Store,Card,E02,Completed,Phone sales order
Sale,SO700125,2024-02-24,10300,P006,Sales,246.05,190.0,56.05,In-Store,Cash,E09,Completed,Phone sales order
Repair,RT900106,2024-02-24,10300,Samsung Galaxy A34 - Water Damage,Repairs,87.6,27.45,60.15,Walk-in,Card,E06,Completed,Water Damage
Repair,RT900107,2024-02-24,10003,Samsung Galaxy S24 - Water Damage,Repairs,92.6,29.2,63.4,WhatsApp,Card,E05,Completed,Water Damage
Repair,RT900108,2024-02-24,10596,Samsung Galaxy S22 - Water Damage,Repairs,87.6,27.45,60.15,Walk-in,Card,E11,Completed,Water Damage
Repair,RT900109,2024-02-24,10649,Xiaomi Xiaomi 13T - Screen Crack,Repairs,237.45,82.95,154.5,Website,Card,E04,Completed,Screen Crack
Sale,SO700126,2024-02-25,10256,P002,Sales,1698.0,1290.0,408.0,Website,Bank Transfer,E12,Completed,Phone sales order
Sale,SO700127,2024-02-25,10475,P010,Sales,521.55,385.0,136.55,Phone,PayPal,E02,Completed,Phone sales order
Sale,SO700128,2024-02-25,10121,P024; P011,Sales,99.7,20.4,79.3,In-Store,Bizum,E01,Completed,Phone sales order
Sale,SO700129,2024-02-25,10245,P006; P013,Sales,798.17,578.4,219.77,Website,Cash,E03,Completed,Phone sales order
Repair,RT900110,2024-02-25,10446,Huawei P40 - Water Damage,Repairs,82.6,25.7,56.9,Walk-in,Card,E11,Completed,Water Damage
Repair,RT900111,2024-02-25,10079,Samsung Galaxy S22 - Battery Drain,Repairs,125.15,40.95,84.2,Walk-in,Cash,E05,Completed,Battery Drain
Repair,RT900112,2024-02-25,10066,Oppo Find X5 - Battery Drain,Repairs,100.15,32.2,67.95,Phone,Cash,E04,Completed,Battery Drain
Repair,RT900113,2024-02-25,10576,Google Pixel 8a - Battery Drain,Repairs,135.15,44.45,90.7,Walk-in,Bizum,E06,Completed,Battery Drain
Repair,RT900114,2024-02-25,10170,Samsung Galaxy S24 - Charging Problem,Repairs,103.55,32.95,70.6,Walk-in,PayPal,E04,Completed,Charging Problem
Repair,RT900115,2024-02-26,10435,Apple iPhone 12 - Screen Crack,Repairs,264.05,92.7,171.35,Walk-in,Bizum,E06,Completed,Screen Crack
Repair,RT900116,2024-02-26,10518,Xiaomi Redmi Note 11 - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,Bizum,E11,Completed,Screen Crack
Sale,SO700130,2024-02-27,10610,P020,Sales,11.9,2.8,9.1,In-Store,Card,E09,Completed,Phone sales order
Sale,SO700131,2024-02-27,10205,P013; P011; P023,Sales,100.05,30.4,69.65,Website,Card,E03,Completed,Phone sales order
Repair,RT900117,2024-02-27,10099,Oppo A78 - Battery Drain,Repairs,135.15,44.45,90.7,Walk-in,Card,E04,Completed,Battery Drain
Sale,SO700132,2024-02-28,10111,P023,Sales,18.91,1.2,17.71,WhatsApp,Bizum,E02,Completed,Phone sales order
Sale,SO700133,2024-02-28,10530,P019; P016,Sales,93.22,46.0,47.22,WhatsApp,Cash,E09,Completed,Phone sales order
Sale,SO700134,2024-02-28,10125,P008,Sales,476.1,390.0,86.1,WhatsApp,Card,E02,Completed,Phone sales order
Repair,RT900118,2024-02-28,10142,Samsung Galaxy A34 - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Card,E11,Completed,Charging Problem
Repair,RT900119,2024-02-28,10630,Google Pixel 8 - Water Damage,Repairs,87.6,27.45,60.15,Walk-in,Bizum,E05,Completed,Water Damage
Repair,RT900120,2024-02-28,10442,Xiaomi Poco X5 - Camera Failure,Repairs,146.75,48.95,97.8,Walk-in,Cash,E04,Completed,Camera Failure
Sale,SO700135,2024-02-29,10617,P018; P024,Sales,88.54,18.0,70.54,In-Store,Card,E01,Completed,Phone sales order
Sale,SO700136,2024-02-29,10494,P022; P016; P014,Sales,64.91,18.2,46.71,Website,PayPal,E08,Completed,Phone sales order
Sale,SO700137,2024-02-29,10557,P010; P017,Sales,549.76,391.0,158.76,In-Store,Cash,E01,Completed,Phone sales order
Repair,RT900121,2024-02-29,10203,Xiaomi Redmi Note 12 - Battery Drain,Repairs,105.15,33.95,71.2,Phone,Cash,E05,Completed,Battery Drain
Repair,RT900122,2024-02-29,10253,Samsung Galaxy S23 - Battery Drain,Repairs,125.15,40.95,84.2,Walk-in,Card,E06,Completed,Battery Drain
Sale,SO700138,2024-03-01,10510,P022; P020,Sales,58.11,9.9,48.21,WhatsApp,Card,E09,Completed,Phone sales order
Sale,SO700139,2024-03-01,10262,P017,Sales,19.8,4.0,15.8,Website,Card,E12,Completed,Phone sales order
Sale,SO700140,2024-03-01,10018,P023; P004; P003,Sales,1215.15,1051.2,163.95,Phone,Card,E09,Completed,Phone sales order
Sale,SO700141,2024-03-01,10512,P022; P004,Sales,503.9,361.5,142.4,Phone,Cash,E08,Completed,Phone sales order
Repair,RT900123,2024-03-01,10079,Xiaomi Redmi Note 12 - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,PayPal,E04,Completed,Charging Problem
Repair,RT900124,2024-03-01,10680,Google Pixel 8 - Battery Drain,Repairs,100.15,32.2,67.95,WhatsApp,Bizum,E06,Completed,Battery Drain
Repair,RT900125,2024-03-01,10388,Google Pixel 7 - No Power,Repairs,158.2,53.7,104.5,Walk-in,Cash,E04,Completed,No Power
Sale,SO700142,2024-03-02,10390,P018,Sales,17.0,5.0,12.0,Phone,Card,E03,Completed,Phone sales order
Sale,SO700143,2024-03-02,10717,P024,Sales,50.92,8.0,42.92,Website,Bank Transfer,E08,Completed,Phone sales order
Sale,SO700144,2024-03-03,10621,P001; P019,Sales,2102.7,1569.5,533.2,In-Store,Cash,E03,Completed,Phone sales order
Repair,RT900126,2024-03-03,10649,Samsung Galaxy S24 - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Card,E11,Completed,Charging Problem
Repair,RT900127,2024-03-03,10544,Xiaomi Poco X5 - Camera Failure,Repairs,156.75,52.45,104.3,Walk-in,Card,E05,Completed,Camera Failure
Repair,RT900128,2024-03-03,10091,Huawei P50 - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Cash,E11,Completed,Charging Problem
Sale,SO700145,2024-03-04,10445,P004,Sales,910.1,720.0,190.1,Marketplace,PayPal,E12,Completed,Phone sales order
Repair,RT900129,2024-03-04,10180,Xiaomi Redmi Note 12 - Back Glass Damage,Repairs,93.95,29.7,64.25,Walk-in,Cash,E11,Completed,Back Glass Damage
Sale,SO700146,2024-03-05,10008,P023; P014; P004,Sales,511.15,364.9,146.25,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO700147,2024-03-05,10372,P012; P010,Sales,1112.9,773.1,339.8,Marketplace,PayPal,E08,Completed,Phone sales order
Sale,SO700148,2024-03-05,10126,P008,Sales,529.0,390.0,139.0,Website,Card,E03,Completed,Phone sales order
Sale,SO700149,2024-03-06,10057,P009,Sales,599.0,420.0,179.0,In-Store,Bank Transfer,E02,Refunded,Phone sales order
Sale,SO700150,2024-03-06,10001,P001,Sales,999.0,760.0,239.0,In-Store,Cash,E01,Completed,Phone sales order
Sale,SO700151,2024-03-07,10500,P014; P009,Sales,611.25,423.7,187.55,In-Store,Card,E01,Completed,Phone sales order
Sale,SO700152,2024-03-07,10161,P004; P014; P015,Sales,555.66,389.1,166.56,In-Store,PayPal,E12,Completed,Phone sales order
Repair,RT900130,2024-03-07,10176,OnePlus Nord 4 - Screen Crack,Repairs,242.45,84.7,157.75,Phone,Card,E04,Completed,Screen Crack
Sale,SO700153,2024-03-08,10682,P016,Sales,25.42,13.0,12.42,WhatsApp,Cash,E03,Completed,Phone sales order
Sale,SO700154,2024-03-08,10746,P024,Sales,50.92,8.0,42.92,WhatsApp,Cash,E01,Completed,Phone sales order
Sale,SO700155,2024-03-08,10032,P024,Sales,56.9,8.0,48.9,WhatsApp,Cash,E03,Completed,Phone sales order
Repair,RT900131,2024-03-08,10173,Google Pixel 8 - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,Card,E04,Completed,Charging Problem
Sale,SO700156,2024-03-09,10085,P015,Sales,119.7,54.0,65.7,In-Store,Card,E12,Completed,Phone sales order
Sale,SO700157,2024-03-09,10540,P006; P007,Sales,1017.0,755.0,262.0,In-Store,Card,E08,Completed,Phone sales order
Sale,SO700158,2024-03-09,10481,P014; P010,Sales,560.61,388.7,171.91,In-Store,PayPal,E09,Completed,Phone sales order
Sale,SO700159,2024-03-09,10413,P008; P023,Sales,522.45,391.2,131.25,In-Store,PayPal,E12,Completed,Phone sales order
Sale,SO700160,2024-03-09,10299,P023,Sales,16.92,1.2,15.72,In-Store,Cash,E08,Completed,Phone sales order
Repair,RT900132,2024-03-09,10461,Apple iPhone 12 - Battery Drain,Repairs,131.35,43.45,87.9,Walk-in,Cash,E11,Completed,Battery Drain
Repair,RT900133,2024-03-09,10363,Huawei P40 - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,PayPal,E04,Completed,Screen Crack
Repair,RT900134,2024-03-09,10019,Huawei P50 - Speaker Issue,Repairs,88.55,27.7,60.85,WhatsApp,Card,E06,Completed,Speaker Issue
Repair,RT900135,2024-03-09,10191,Xiaomi Redmi Note 12 - Battery Drain,Repairs,105.15,33.95,71.2,Walk-in,Card,E11,Completed,Battery Drain
Repair,RT900136,2024-03-09,10002,Huawei P40 - Camera Failure,Repairs,156.75,52.45,104.3,WhatsApp,Bizum,E04,Completed,Camera Failure
Sale,SO700161,2024-03-10,10616,P017; P023,Sales,29.3,3.2,26.1,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO700162,2024-03-10,10435,P009; P015; P013,Sales,659.31,446.4,212.91,Phone,Card,E12,Completed,Phone sales order
Sale,SO700163,2024-03-10,10381,P014; P020,Sales,31.94,10.2,21.74,Website,Card,E01,Completed,Phone sales order
Repair,RT900137,2024-03-10,10223,Samsung Galaxy S24 - Charging Problem,Repairs,93.55,29.45,64.1,Walk-in,Bizum,E06,Completed,Charging Problem
Repair,RT900138,2024-03-10,10555,OnePlus Nord 2 - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Card,E11,Completed,Charging Problem
Repair,RT900139,2024-03-10,10795,Samsung Galaxy A34 - Battery Drain,Repairs,100.15,32.2,67.95,Walk-in,Card,E05,Completed,Battery Drain
Repair,RT900140,2024-03-10,10080,Google Pixel 7 - Water Damage,Repairs,97.6,30.95,66.65,Walk-in,Card,E04,Completed,Water Damage
Sale,SO700164,2024-03-11,10353,P001,Sales,1998.0,1520.0,478.0,Marketplace,Cash,E09,Completed,Phone sales order
Sale,SO700165,2024-03-11,10337,P013; P014,Sales,35.22,12.1,23.12,Website,Card,E02,Completed,Phone sales order
Sale,SO700166,2024-03-11,10787,P007,Sales,1272.45,1125.0,147.45,Website,Cash,E01,Refunded,Phone sales order
Sale,SO700167,2024-03-11,10259,P006,Sales,518.0,380.0,138.0,WhatsApp,Card,E12,Completed,Phone sales order
Sale,SO700168,2024-03-11,10509,P023,Sales,17.91,1.2,16.71,WhatsApp,Card,E03,Completed,Phone sales order
Sale,SO700169,2024-03-12,10209,P006,Sales,246.05,190.0,56.05,Phone,Card,E08,Completed,Phone sales order
Sale,SO700170,2024-03-12,10307,P024; P011,Sales,96.7,20.4,76.3,Phone,Cash,E03,Completed,Phone sales order
Repair,RT900141,2024-03-12,10024,Samsung Galaxy S23 - Battery Drain,Repairs,100.15,32.2,67.95,Website,Card,E06,Completed,Battery Drain
Repair,RT900142,2024-03-12,10164,Apple iPhone 14 - Screen Crack,Repairs,269.05,94.45,174.6,Walk-in,Card,E04,Completed,Screen Crack
Sale,SO700171,2024-03-13,10137,P002; P003; P005,Sales,3138.75,2555.0,583.75,In-Store,Bizum,E08,Completed,Phone sales order
Repair,RT900143,2024-03-13,10587,Oppo A78 - Screen Crack,Repairs,232.45,81.2,151.25,WhatsApp,Card,E04,Completed,Screen Crack
Sale,SO700172,2024-03-14,10053,P022,Sales,19.92,1.5,18.42,Website,Cash,E01,Completed,Phone sales order
Sale,SO700173,2024-03-14,10435,P009; P009; P011,Sales,1203.87,852.4,351.47,Website,Card,E01,Completed,Phone sales order
Sale,SO700174,2024-03-14,10438,P023; P023; P024,Sales,95.71,10.4,85.31,WhatsApp,Bank Transfer,E02,Completed,Phone sales order
Repair,RT900144,2024-03-14,10639,OnePlus Nord 3 - Screen Crack,Repairs,232.45,81.2,151.25,Walk-in,Card,E04,Completed,Screen Crack
Repair,RT900145,2024-03-14,10451,Xiaomi Poco X5 - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,Card,E06,Waiting Parts,Screen Crack
Sale,SO700175,2024-03-15,10224,P006,Sales,259.0,190.0,69.0,In-Store,PayPal,E01,Completed,Phone sales order
Sale,SO700176,2024-03-15,10617,P023,Sales,19.9,1.2,18.7,Marketplace,Card,E12,Completed,Phone sales order
Sale,SO700177,2024-03-15,10337,P018; P017; P015,Sales,63.91,25.0,38.91,WhatsApp,Cash,E12,Completed,Phone sales order
Sale,SO700178,2024-03-15,10184,P005; P016,Sales,744.52,623.0,121.52,Phone,PayPal,E12,Completed,Phone sales order
Sale,SO700179,2024-03-15,10013,P020; P021,Sales,45.34,16.6,28.74,Website,Bank Transfer,E08,Completed,Phone sales order
Repair,RT900146,2024-03-15,10541,Xiaomi Redmi Note 11 - Speaker Issue,Repairs,103.55,32.95,70.6,Walk-in,Card,E05,Completed,Speaker Issue
Repair,RT900147,2024-03-15,10319,Huawei P50 - Back Glass Damage,Repairs,88.95,27.95,61.0,Walk-in,PayPal,E05,Completed,Back Glass Damage
Repair,RT900148,2024-03-15,10243,Apple iPhone 15 - No Power,Repairs,158.2,53.7,104.5,Walk-in,Card,E06,Completed,No Power
Sale,SO700180,2024-03-16,10252,P022; P008,Sales,553.9,391.5,162.4,Marketplace,Bizum,E08,Completed,Phone sales order
Sale,SO700181,2024-03-16,10130,P008; P021,Sales,1081.92,791.0,290.92,In-Store,Bizum,E03,Completed,Phone sales order
Sale,SO700182,2024-03-16,10611,P014; P017,Sales,31.71,7.7,24.01,Marketplace,Bank Transfer,E01,Completed,Phone sales order
Sale,SO700183,2024-03-16,10515,P003; P024,Sales,869.0,698.0,171.0,In-Store,Cash,E01,Completed,Phone sales order
Repair,RT900149,2024-03-16,10032,Oppo A78 - Back Glass Damage,Repairs,98.95,31.45,67.5,Walk-in,Card,E04,Completed,Back Glass Damage
Repair,RT900150,2024-03-16,10018,Xiaomi Redmi Note 12 - Charging Problem,Repairs,103.55,32.95,70.6,Walk-in,Bizum,E11,Completed,Charging Problem
Sale,SO700184,2024-03-17,10502,P011; P022; P023,Sales,77.38,15.1,62.28,In-Store,Cash,E03,Completed,Phone sales order
Sale,SO700185,2024-03-17,10297,P023; P008,Sales,1077.9,781.2,296.7,In-Store,Card,E03,Completed,Phone sales order
Sale,SO700186,2024-03-17,10735,P002; P022,Sales,2571.9,1936.5,635.4,In-Store,Card,E01,Completed,Phone sales order
Repair,RT900151,2024-03-17,10104,Oppo A78 - Screen Crack,Repairs,237.45,82.95,154.5,Walk-in,Card,E04,Completed,Screen Crack
Repair,RT900152,2024-03-17,10629,Xiaomi Redmi Note 13 - Screen Crack,Repairs,237.45,82.95,154.5,Walk-in,Bizum,E05,Completed,Screen Crack
Repair,RT900153,2024-03-17,10522,Google Pixel 7 - Screen Crack,Repairs,267.45,93.45,174.0,Walk-in,PayPal,E06,Completed,Screen Crack
Repair,RT900154,2024-03-18,10313,Oppo A78 - Water Damage,Repairs,97.6,30.95,66.65,Walk-in,PayPal,E06,Completed,Water Damage
Sale,SO700187,2024-03-19,10207,P006,Sales,259.0,190.0,69.0,In-Store,Cash,E08,Completed,Phone sales order
Sale,SO700188,2024-03-19,10645,P006,Sales,259.0,190.0,69.0,Phone,Card,E03,Completed,Phone sales order
Repair,RT900155,2024-03-19,10715,Huawei P40 - Charging Problem,Repairs,93.55,29.45,64.1,Walk-in,Bank Transfer,E05,Completed,Charging Problem
Repair,RT900156,2024-03-19,10620,Samsung Galaxy S23 - Battery Drain,Repairs,105.15,33.95,71.2,Website,PayPal,E05,Completed,Battery Drain
Sale,SO700189,2024-03-20,10543,P015; P020; P022,Sales,111.36,40.3,71.06,Website,Card,E12,Completed,Phone sales order
Sale,SO700190,2024-03-20,10143,P009; P018; P009,Sales,1215.9,845.0,370.9,In-Store,Card,E09,Completed,Phone sales order
Sale,SO700191,2024-03-20,10354,P015; P005,Sales,715.06,628.0,87.06,Website,Card,E03,Completed,Phone sales order
Repair,RT900157,2024-03-20,10418,Google Pixel 7 - Water Damage,Repairs,97.6,30.95,66.65,Walk-in,Bizum,E04,Completed,Water Damage
Sale,SO700192,2024-03-21,10609,P011; P009,Sales,1078.0,858.6,219.4,In-Store,Card,E12,Completed,Phone sales order
Repair,RT900158,2024-03-21,10215,Oppo A78 - Battery Drain,Repairs,125.15,40.95,84.2,Walk-in,Card,E11,Completed,Battery Drain
Repair,RT900159,2024-03-21,10441,OnePlus Nord 4 - Battery Drain,Repairs,135.15,44.45,90.7,WhatsApp,PayPal,E05,Completed,Battery Drain
Sale,SO700193,2024-03-22,10410,P016,Sales,25.42,13.0,12.42,WhatsApp,Cash,E02,Completed,Phone sales order
Sale,SO700194,2024-03-22,10500,P010; P010; P011,Sales,2016.2,1552.4,463.8,In-Store,Cash,E08,Completed,Phone sales order
Sale,SO700195,2024-03-22,10414,P020,Sales,11.3,2.8,8.5,Website,Card,E09,Completed,Phone sales order
Sale,SO700196,2024-03-22,10600,P019,Sales,33.15,16.5,16.65,In-Store,PayPal,E01,Completed,Phone sales order
Repair,RT900160,2024-03-22,10722,Samsung Galaxy S21 - Speaker Issue,Repairs,103.55,32.95,70.6,WhatsApp,Card,E11,Completed,Speaker Issue
Repair,RT900161,2024-03-22,10687,OnePlus Nord 2 - Screen Crack,Repairs,232.45,81.2,151.25,WhatsApp,Bizum,E05,Completed,Screen Crack
Repair,RT900162,2024-03-22,10149,Apple iPhone 13 - Camera Failure,Repairs,146.75,48.95,97.8,WhatsApp,Card,E05,Completed,Camera Failure
Repair,RT900163,2024-03-22,10664,Google Pixel 8 - Charging Problem,Repairs,103.55,32.95,70.6,Walk-in,Card,E11,Completed,Charging Problem
Sale,SO700197,2024-03-23,10536,P014,Sales,38.7,11.1,27.6,In-Store,Bank Transfer,E12,Completed,Phone sales order
Sale,SO700198,2024-03-23,10490,P015,Sales,39.9,18.0,21.9,Phone,Card,E08,Completed,Phone sales order
Sale,SO700199,2024-03-23,10183,P024; P013,Sales,128.61,33.2,95.41,Marketplace,Cash,E01,Completed,Phone sales order
Repair,RT900164,2024-03-23,10438,Oppo A78 - Battery Drain,Repairs,125.15,40.95,84.2,Walk-in,Bizum,E06,Completed,Battery Drain
Repair,RT900165,2024-03-23,10640,Xiaomi Redmi Note 12 - Screen Crack,Repairs,237.45,82.95,154.5,Walk-in,Card,E05,Completed,Screen Crack
Sale,SO700200,2024-03-24,10729,P016; P023,Sales,49.8,14.2,35.6,Marketplace,Card,E01,Completed,Phone sales order
Sale,SO700201,2024-03-24,10593,P009; P010; P010,Sales,2191.1,1575.0,616.1,In-Store,Bizum,E09,Completed,Phone sales order
Sale,SO700202,2024-03-24,10069,P024; P005,Sales,696.1,618.0,78.1,In-Store,Cash,E02,Completed,Phone sales order
Sale,SO700203,2024-03-24,10278,P022,Sales,22.41,1.5,20.91,Phone,Bank Transfer,E01,Completed,Phone sales order
Repair,RT900166,2024-03-24,10374,Google Pixel 8a - No Power,Repairs,163.2,55.45,107.75,Walk-in,PayPal,E04,Completed,No Power
Repair,RT900167,2024-03-24,10204,OnePlus Nord 3 - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,Card,E05,Completed,Charging Problem
